tanggal,tn,tx,tavg,rh_avg,rr,ss,ddd_x,ddd_car,ff_x,ff_avg
2020-11-24,23.8,28.8,25.8,88,18.3,1.3,260,C ,6,1
2020-11-25,23.4,31.6,27.7,80,11.8,1.4,310,C ,5,2
2020-11-26,23.4,31.2,26.6,85,0.0,3.9,300,C ,5,1
2020-11-27,23.8,32.2,26.0,88,10.9,3.5,290,C ,3,0
2020-11-28,23.2,32.0,26.9,86,46.6,1.5,100,C ,3,1
2020-11-29,24.6,31.8,27.5,84,5.8,2.4,310,C ,4,0
2020-11-30,24.2,32.6,27.3,83,0.0,2.6,250,C ,4,2
2020-12-01,24.0,31.9,27.6,83,5.5,1.6,230,C ,6,2
2020-12-02,23.8,33.0,26.8,85,1.0,2.7,310,C ,5,2
2020-12-03,23.8,32.4,26.9,86,16.9,6.8,10,C ,5,2
2020-12-04,23.6,,25.6,90,43.0,4.2,200,C ,4,1
2020-12-05,23.2,32.4,25.8,91,24.5,1.1,80,E ,9,2
2020-12-06,23.2,31.6,26.1,90,51.4,2.2,350,C ,4,1
2020-12-07,23.6,32.4,26.8,84,4.5,4.7,80,C ,5,1
2020-12-08,23.2,29.8,26.7,88,0.5,3.4,340,C ,4,1
2020-12-09,23.8,32.2,27.4,81,3.6,1.0,360,C ,5,1
2020-12-10,23.6,32.4,26.4,85,0.0,4.0,280,C ,4,1
2020-12-11,23.4,31.4,27.3,82,33.0,3.6,290,C ,3,1
2020-12-12,24.0,32.3,26.8,81,0.1,1.2,210,W ,8,3
2020-12-13,23.0,31.2,26.9,82,42.5,3.7,10,C ,5,1
2020-12-14,22.3,32.4,28.0,76,,2.3,290,C ,4,1
2020-12-15,23.6,32.0,27.1,83,,7.5,130,C ,5,2
2020-12-16,23.2,,27.2,79,2.6,6.3,290,C ,4,1
2020-12-17,23.2,32.4,27.0,82,5.5,7.1,10,C ,7,2
2020-12-18,24.2,33.0,26.0,85,0.0,5.8,270,C ,5,1
2020-12-19,24.0,31.0,26.9,82,1.5,0.0,250,C ,4,1
2020-12-20,23.2,30.4,26.3,86,0.0,3.1,310,C ,6,1
2020-12-21,23.6,31.4,27.2,81,,1.3,300,C ,3,1
2020-12-22,23.4,29.4,26.2,87,,2.4,30,C ,5,1
2020-12-23,23.6,32.3,27.6,77,1.9,0.0,290,C ,5,2
2020-12-24,,31.8,26.6,84,12.7,3.8,220,W ,7,2
2020-12-25,23.6,31.4,26.8,84,42.7,0.4,250,C ,4,2
2020-12-26,23.0,28.2,25.2,94,88.7,4.3,260,C ,3,1
2020-12-27,23.2,31.4,26.7,86,4.0,0.0,30,C ,6,1
2020-12-28,23.1,32.6,28.0,80,,5.2,10,C ,4,1
2020-12-29,23.2,30.4,26.3,85,0.0,4.7,300,C ,5,1
2020-12-30,23.6,31.4,27.1,78,10.4,,320,C ,5,1
2020-12-31,22.2,31.0,26.8,82,0.0,2.5,280,C ,5,1
2021-01-01,22.2,31.0,26.4,84,1.6,2.5,280,C ,3,1
2021-01-02,23.6,28.8,26.2,84,19.8,2.3,290,W ,6,2
2021-01-03,23.7,30.0,24.4,94,5.6,1.0,300,C ,5,1
2021-01-04,22.8,33.2,26.8,82,1.2,0.0,40,C ,5,2
2021-01-05,23.0,30.6,26.4,86,,2.8,340,W ,5,2
2021-01-06,23.2,28.0,25.9,90,61.1,0.6,230,C ,4,1
2021-01-07,23.2,31.6,27.1,84,1.2,0.0,280,C ,5,2
2021-01-08,24.0,30.6,26.6,85,1.5,2.3,250,C ,3,1
2021-01-09,23.6,30.8,26.1,89,28.1,2.8,40,C ,4,1
2021-01-10,23.6,30.8,25.2,91,8.1,1.3,90,C ,9,1
2021-01-11,23.2,30.4,25.6,90,73.2,0.0,30,C ,6,1
2021-01-12,23.0,30.4,26.2,85,68.9,2.8,350,C ,4,2
2021-01-13,23.0,29.0,25.3,89,9.0,2.9,270,C ,4,1
2021-01-14,23.0,31.3,27.0,81,26.2,0.3,90,C ,5,1
2021-01-15,23.6,33.0,26.9,83,2.5,2.5,60,C ,4,1
2021-01-16,23.6,33.0,25.6,88,18.4,4.5,40,C ,2,0
2021-01-17,23.2,32.8,28.0,79,11.2,3.8,270,C ,5,2
2021-01-18,23.2,30.6,25.0,91,16.2,6.4,320,C ,3,1
2021-01-19,23.2,30.6,26.5,85,108.5,1.4,100,C ,6,1
2021-01-20,22.4,30.2,26.2,84,5.4,1.5,260,C ,3,1
2021-01-21,23.4,32.4,27.6,77,0.0,0.6,40,C ,3,1
2021-01-22,23.6,30.4,25.2,88,0.0,4.9,290,C ,4,1
2021-01-23,23.4,31.0,26.7,82,10.5,1.3,40,C ,3,1
2021-01-24,23.4,31.2,26.7,85,,1.7,30,C ,5,1
2021-01-25,23.2,31.4,27.3,80,2.5,1.2,250,C ,4,1
2021-01-26,23.4,32.4,27.6,79,,2.0,90,C ,4,1
2021-01-27,23.4,31.8,26.9,83,0.0,4.5,40,C ,4,1
2021-01-28,23.6,30.2,26.5,86,1.0,3.0,280,C ,3,1
2021-01-29,23.4,31.4,25.3,91,,0.4,80,C ,2,0
2021-01-30,23.4,31.2,26.5,84,37.7,1.0,310,C ,3,1
2021-01-31,23.2,32.0,27.5,80,0.0,2.6,50,C ,3,1
2021-02-01,23.0,30.4,27.0,85,0.0,6.5,330,C ,2,0
2021-02-02,23.6,31.0,26.8,84,18.0,3.3,300,C ,4,1
2021-02-03,22.6,33.4,28.2,79,0.0,1.8,30,C ,7,2
2021-02-04,23.8,30.0,26.4,87,0.0,6.0,300,C ,6,1
2021-02-05,23.9,31.8,27.3,82,14.1,1.4,290,C ,4,2
2021-02-06,23.2,34.8,28.6,75,0.6,3.7,120,C ,6,2
2021-02-07,24.0,32.6,28.3,79,0.0,7.0,250,C ,3,1
2021-02-08,23.8,33.6,27.4,82,,2.5,40,NE,4,2
2021-02-09,23.4,33.8,28.6,79,23.6,6.0,300,C ,4,1
2021-02-10,23.4,33.2,27.2,85,0.0,0.5,20,C ,7,1
2021-02-11,24.2,32.0,27.3,84,20.7,4.7,260,C ,4,2
2021-02-12,24.0,32.4,28.3,78,0.0,1.3,10,C ,6,1
2021-02-13,24.2,34.0,28.8,77,0.0,6.7,360,W ,6,2
2021-02-14,24.0,34.0,28.9,75,0.0,6.8,30,C ,7,2
2021-02-15,24.0,34.0,28.3,77,0.0,7.5,270,C ,5,2
2021-02-16,23.4,34.0,28.7,75,0.0,7.2,50,C ,7,2
2021-02-17,23.6,33.2,27.8,75,0.0,6.7,10,C ,4,1
2021-02-18,22.4,32.6,27.0,80,,7.0,170,C ,6,2
2021-02-19,22.4,30.4,26.9,78,9.4,6.2,190,W ,6,2
2021-02-20,23.2,31.4,27.5,77,,3.3,40,C ,5,2
2021-02-21,23.0,33.4,28.5,77,0.0,5.3,10,C ,4,1
2021-02-22,24.2,33.2,28.8,77,,5.0,50,C ,5,2
2021-02-23,25.2,33.2,28.6,73,,4.8,30,C ,8,2
2021-02-24,24.6,33.8,28.8,74,0.0,6.3,260,C ,5,1
2021-02-25,24.6,33.6,28.0,78,0.0,7.0,350,C ,7,2
2021-02-26,24.0,34.2,28.8,76,1.5,4.6,300,C ,6,2
2021-02-27,24.4,33.6,28.8,77,0.0,6.9,80,C ,7,2
2021-02-28,24.4,34.8,28.7,76,,8.0,30,C ,4,1
2021-03-01,24.2,32.6,27.0,83,0.0,7.7,40,C ,6,2
2021-03-02,,32.6,28.5,78,,3.8,70,C ,3,1
2021-03-03,23.2,30.6,26.2,84,,5.6,300,C ,5,2
2021-03-04,22.4,33.8,28.4,79,9.1,2.2,50,C ,6,1
2021-03-05,22.8,35.0,28.4,76,0.0,7.0,120,W ,6,2
2021-03-06,24.0,34.8,27.1,83,0.0,4.3,300,C ,3,1
2021-03-07,24.2,34.0,26.6,83,0.0,0.9,240,C ,7,1
2021-03-08,,33.8,28.4,77,10.3,2.9,60,C ,6,2
2021-03-09,23.4,33.2,27.8,78,0.0,9.0,230,C ,4,1
2021-03-10,22.6,33.6,27.9,74,,4.7,260,C ,7,2
2021-03-11,22.6,33.4,27.9,76,,7.0,290,C ,5,1
2021-03-12,23.0,31.6,27.3,80,0.0,3.6,320,C ,5,1
2021-03-13,23.4,32.6,26.7,84,4.5,2.7,260,C ,3,1
2021-03-14,23.4,34.0,28.2,77,33.5,2.0,10,C ,7,1
2021-03-15,23.4,32.4,28.3,77,0.0,4.4,280,C ,3,1
2021-03-16,23.2,33.8,27.8,78,0.0,1.0,10,C ,6,2
2021-03-17,23.8,34.0,28.2,75,0.0,7.0,40,C ,6,2
2021-03-18,24.0,33.2,28.5,78,0.0,5.1,20,C ,4,1
2021-03-19,24.3,32.6,28.0,82,1.0,4.1,280,C ,4,1
2021-03-20,24.0,33.6,28.9,76,,4.6,10,C ,5,1
2021-03-21,24.0,33.2,27.5,82,0.0,4.6,290,C ,6,2
2021-03-22,24.0,31.8,28.0,82,14.2,3.1,190,C ,8,2
2021-03-23,24.0,32.2,26.0,88,7.2,3.0,270,C ,5,1
2021-03-24,23.0,30.6,27.1,85,85.5,1.4,10,C ,3,0
2021-03-25,23.4,32.0,26.5,87,0.8,0.0,120,C ,4,1
2021-03-26,23.0,33.8,28.8,75,3.1,0.2,10,C ,4,1
2021-03-27,23.6,32.0,27.8,82,3.0,5.9,100,C ,3,1
2021-03-28,23.0,34.0,27.2,82,0.1,1.3,220,C ,9,2
2021-03-29,24.0,,27.4,86,24.7,6.2,230,C ,5,1
2021-03-30,24.2,34.2,27.9,83,2.5,1.4,300,C ,2,0
2021-03-31,24.0,33.8,28.9,73,1.5,2.5,290,W ,10,3
2021-04-01,24.0,35.0,29.8,70,,3.1,290,C ,7,2
2021-04-02,24.6,35.0,29.2,76,0.0,4.6,320,C ,5,1
2021-04-03,24.8,33.0,27.8,81,0.0,5.5,230,C ,10,2
2021-04-04,24.2,33.8,28.8,78,1.6,1.0,10,C ,3,1
2021-04-05,25.4,34.2,28.3,82,0.2,2.3,60,C ,6,2
2021-04-06,24.4,34.0,27.8,84,5.6,5.3,30,C ,4,1
2021-04-07,24.8,32.0,25.9,91,,3.9,50,C ,10,1
2021-04-08,23.8,34.4,28.1,77,21.5,0.3,290,W ,4,2
2021-04-09,23.2,33.4,28.7,75,0.0,8.1,300,C ,6,1
2021-04-10,24.0,33.4,28.2,79,0.0,2.0,50,C ,4,1
2021-04-11,23.9,32.0,28.3,82,,1.6,80,C ,3,1
2021-04-12,25.4,33.8,28.2,79,0.0,1.5,130,C ,7,2
2021-04-13,23.2,29.8,26.8,85,2.5,4.5,50,C ,4,1
2021-04-14,23.8,32.4,26.9,84,,0.4,220,C ,4,2
2021-04-15,22.7,32.6,27.2,84,89.5,0.6,40,C ,4,1
2021-04-16,22.8,32.0,26.9,84,6.0,1.3,90,C ,4,1
2021-04-17,23.6,32.8,27.9,80,18.6,1.8,40,C ,4,1
2021-04-18,23.8,34.6,28.8,77,0.0,1.6,270,C ,4,1
2021-04-19,23.8,34.4,27.0,80,0.0,7.3,40,C ,5,2
2021-04-20,23.8,33.6,28.5,79,0.8,5.5,50,C ,5,1
2021-04-21,23.4,34.8,28.3,79,0.0,5.3,30,C ,6,1
2021-04-22,24.4,34.2,26.7,83,0.8,6.0,160,C ,8,2
2021-04-23,24.2,33.2,26.8,84,38.3,1.4,290,C ,4,1
2021-04-24,22.6,31.0,26.0,89,38.7,0.0,200,C ,7,1
2021-04-25,22.4,33.4,27.0,84,50.7,3.1,60,C ,3,2
2021-04-26,22.2,33.2,27.7,80,20.3,1.8,250,C ,8,1
2021-04-27,23.8,30.2,26.1,91,0.5,3.5,10,C ,3,1
2021-04-28,24.4,33.0,28.0,82,1.9,0.0,260,C ,3,1
2021-04-29,24.2,32.4,27.5,82,,1.2,110,C ,4,1
2021-04-30,23.4,31.8,28.1,81,2.7,4.8,50,C ,5,1
2021-05-01,23.8,34.2,26.9,85,0.0,2.2,240,C ,6,1
2021-05-02,23.7,35.0,27.9,82,31.7,4.5,170,C ,4,1
2021-05-03,23.8,35.0,29.4,77,,5.6,90,C ,5,1
2021-05-04,26.0,32.0,26.7,87,,8.0,270,C ,5,1
2021-05-05,23.0,33.2,28.2,78,16.5,0.5,170,C ,6,2
2021-05-06,23.2,33.4,27.8,81,28.2,7.0,40,C ,6,1
2021-05-07,23.2,33.2,28.5,79,,5.1,80,C ,3,1
2021-05-08,23.2,33.8,28.4,82,0.0,0.0,270,C ,4,1
2021-05-09,25.2,33.6,27.7,86,,3.0,200,C ,3,1
2021-05-10,24.8,32.6,28.2,84,17.5,2.5,20,C ,2,1
2021-05-11,24.6,35.2,29.2,78,0.0,1.0,330,C ,5,1
2021-05-12,24.3,33.2,27.7,82,1.0,6.5,220,C ,7,2
2021-05-13,23.8,33.8,29.0,75,1.2,3.1,30,C ,3,1
2021-05-14,,33.4,27.6,84,,6.9,300,C ,4,1
2021-05-15,23.6,33.6,28.6,82,13.8,3.2,90,C ,3,1
2021-05-16,24.4,33.2,28.8,81,3.0,5.8,40,C ,6,1
2021-05-17,25.0,34.0,28.3,85,,0.2,180,C ,4,1
2021-05-18,25.2,31.6,28.6,82,14.4,3.4,250,C ,5,2
2021-05-19,25.2,33.2,29.3,78,0.0,0.0,220,C ,3,1
2021-05-20,26.0,33.4,28.8,80,0.0,1.9,110,C ,6,1
2021-05-21,25.6,30.4,27.9,84,0.0,3.8,300,C ,3,1
2021-05-22,24.8,34.0,28.1,81,0.0,1.3,140,C ,3,1
2021-05-23,24.0,35.0,29.5,74,3.5,2.3,50,C ,6,2
2021-05-24,24.0,35.6,29.3,74,0.0,6.5,90,C ,3,1
2021-05-25,24.6,35.4,29.5,73,0.0,7.0,80,E ,5,2
2021-05-26,25.4,32.6,28.0,84,,6.8,290,C ,5,2
2021-05-27,,30.6,27.4,86,,0.7,110,C ,5,1
2021-05-28,24.2,34.2,27.9,81,,0.0,310,C ,7,1
2021-05-29,24.4,35.2,28.6,78,8.4,2.2,210,C ,6,2
2021-05-30,24.4,35.8,28.2,79,3.3,7.8,270,C ,5,2
2021-05-31,24.2,33.8,27.5,84,3.5,7.1,80,C ,10,1
2021-06-01,23.8,35.4,28.9,79,10.0,6.9,270,C ,4,1
2021-06-02,23.4,31.4,27.9,89,33.0,7.8,110,C ,2,0
2021-06-03,25.6,32.6,27.7,88,0.6,0.6,280,C ,4,1
2021-06-04,25.1,32.6,26.6,91,23.5,4.0,270,C ,8,1
2021-06-05,20.6,33.0,28.2,82,,0.7,280,C ,6,2
2021-06-06,20.5,35.2,28.8,76,0.0,3.0,300,C ,6,2
2021-06-07,20.6,35.6,29.2,79,8.6,,50,C ,4,1
2021-06-08,24.8,35.3,29.6,75,0.0,8.2,140,C ,5,1
2021-06-09,25.2,34.2,28.0,80,,5.9,150,C ,3,1
2021-06-10,25.0,,27.8,80,0.0,3.2,250,C ,5,1
2021-06-11,25.0,35.8,29.8,74,1.2,2.0,130,C ,3,1
2021-06-12,25.0,32.6,27.7,82,0.0,7.3,110,C ,4,1
2021-06-13,22.0,34.2,28.5,79,58.0,0.9,170,C ,5,1
2021-06-14,22.2,32.0,28.5,82,2.8,5.9,300,C ,4,1
2021-06-15,25.0,31.4,27.4,86,1.6,4.1,270,C ,6,2
2021-06-16,24.8,34.0,28.9,78,2.7,4.0,250,C ,3,1
2021-06-17,22.5,34.8,29.0,73,,4.3,290,C ,4,2
2021-06-18,22.6,30.8,27.2,82,1.2,8.0,260,C ,4,1
2021-06-19,24.2,33.7,28.1,75,,1.0,70,C ,5,1
2021-06-20,23.9,32.0,25.7,86,,3.7,230,C ,7,1
2021-06-21,22.4,32.8,28.2,77,16.4,2.1,340,C ,5,1
2021-06-22,22.4,34.0,28.8,71,0.0,3.3,280,C ,4,2
2021-06-23,22.2,32.3,28.4,76,0.0,6.2,290,C ,4,1
2021-06-24,22.2,33.2,28.9,75,,1.8,320,C ,6,1
2021-06-25,22.6,33.4,28.2,76,28.3,3.7,360,C ,4,1
2021-06-26,22.3,33.6,28.1,80,0.0,5.9,60,C ,5,2
2021-06-27,24.6,33.0,27.6,82,1.1,3.8,20,C ,5,1
2021-06-28,24.4,33.2,25.9,86,0.7,5.4,290,C ,5,2
2021-06-29,22.2,25.2,24.0,97,41.0,6.7,300,C ,4,1
2021-06-30,21.5,33.0,28.1,75,,0.0,40,C ,6,2
2021-07-01,,33.8,27.7,81,,9.9,50,C ,5,2
2021-07-02,22.6,32.2,27.4,81,45.0,5.8,150,C ,4,1
2021-07-03,23.6,34.2,29.0,75,0.4,4.4,330,C ,6,1
2021-07-04,24.4,33.8,27.3,81,0.0,7.3,50,C ,3,1
2021-07-05,22.3,33.0,26.1,85,1.6,4.9,290,C ,8,2
2021-07-06,23.2,31.6,27.4,82,21.8,2.8,250,C ,6,2
2021-07-07,,34.2,28.2,78,0.0,0.0,270,C ,5,1
2021-07-08,23.6,32.8,27.1,83,4.3,6.8,90,C ,3,1
2021-07-09,22.0,32.6,26.5,88,19.3,3.2,110,C ,3,1
2021-07-10,24.2,31.0,26.8,85,,2.4,70,C ,4,1
2021-07-11,23.8,29.8,26.2,90,7.9,,200,C ,3,0
2021-07-12,23.4,30.4,27.3,88,12.8,0.2,90,C ,4,1
2021-07-13,23.4,31.8,27.7,81,3.5,0.0,70,C ,4,1
2021-07-14,24.7,32.8,26.4,86,0.4,0.2,10,C ,6,1
2021-07-15,23.6,34.0,28.5,78,2.4,2.8,300,C ,3,1
2021-07-16,23.2,34.6,28.9,76,0.0,5.5,50,C ,5,1
2021-07-17,23.6,36.6,29.6,71,0.0,7.3,40,C ,3,1
2021-07-18,23.4,36.8,30.3,62,0.0,10.8,270,C ,5,1
2021-07-19,23.4,36.0,30.1,64,0.0,11.2,270,C ,10,2
2021-07-20,24.0,36.6,29.9,69,,10.5,300,C ,5,1
2021-07-21,23.6,36.0,29.9,72,0.0,10.0,100,C ,3,1
2021-07-22,25.0,36.4,28.3,74,0.0,7.0,200,C ,8,1
2021-07-23,22.8,36.4,30.4,65,,6.3,270,C ,6,2
2021-07-24,24.2,34.5,29.7,75,0.0,8.6,80,C ,5,2
2021-07-25,24.0,35.0,30.0,74,0.0,2.0,40,C ,3,1
2021-07-26,25.0,33.0,28.7,79,0.0,5.6,260,C ,4,1
2021-07-27,24.8,35.0,28.3,76,,0.0,250,C ,9,2
2021-07-28,22.8,35.2,27.7,78,,6.9,250,C ,6,2
2021-07-29,,33.8,28.9,77,7.2,7.1,40,C ,6,1
2021-07-30,19.8,32.4,27.2,84,,5.0,250,C ,4,1
2021-07-31,23.8,34.0,26.8,82,,0.3,200,C ,8,1
2021-08-01,23.4,33.8,28.7,72,55.4,7.0,60,C ,4,1
2021-08-02,,34.0,29.1,76,,4.1,210,C ,3,1
2021-08-03,,,27.0,83,0.0,4.6,40,C ,7,2
2021-08-04,22.8,,27.9,80,38.2,5.3,70,C ,4,1
2021-08-05,24.2,35.4,29.3,75,,4.0,200,C ,2,1
2021-08-06,24.2,34.8,28.9,74,,5.0,50,C ,3,1
2021-08-07,23.6,33.8,28.7,77,,6.4,230,C ,2,1
2021-08-08,,31.6,26.9,88,0.0,1.4,280,C ,4,1
2021-08-09,24.4,32.4,27.8,85,28.8,0.5,210,C ,3,1
2021-08-10,24.4,33.0,27.7,82,1.0,2.4,140,C ,2,1
2021-08-11,24.4,32.5,27.5,84,0.0,2.3,70,C ,2,0
2021-08-12,24.0,33.8,27.1,82,0.3,1.2,150,C ,7,2
2021-08-13,,33.0,26.9,83,58.6,3.9,20,C ,4,1
2021-08-14,20.2,31.4,27.1,86,55.0,2.3,60,C ,3,1
2021-08-15,23.8,31.4,27.3,84,,1.1,50,C ,3,1
2021-08-16,24.3,30.0,25.6,90,24.3,0.0,280,C ,3,1
2021-08-17,23.1,,27.7,80,18.9,0.6,150,C ,3,1
2021-08-18,23.2,34.6,24.4,93,18.8,3.3,310,C ,3,0
2021-08-19,20.4,32.0,29.3,70,6.1,0.0,40,C ,3,1
2021-08-20,23.2,32.0,27.3,80,0.0,2.8,210,C ,2,1
2021-08-21,23.6,,29.0,72,0.0,0.0,70,C ,3,1
2021-08-22,23.2,32.2,28.0,78,,5.5,200,C ,10,2
2021-08-23,21.6,32.4,28.3,76,58.8,3.4,40,C ,5,1
2021-08-24,23.6,30.6,27.4,80,,2.0,100,C ,4,1
2021-08-25,22.4,32.4,28.6,77,,0.0,80,C ,4,1
2021-08-26,20.8,33.4,30.3,68,1.0,2.0,40,E ,6,2
2021-08-27,24.0,31.2,27.8,81,,,120,C ,2,0
2021-08-28,24.2,,26.9,83,2.3,0.0,30,C ,5,1
2021-08-29,23.6,33.4,26.6,86,0.0,2.5,150,C ,4,1
2021-08-30,23.5,,26.6,84,5.9,4.0,180,C ,7,1
2021-08-31,23.2,32.2,26.4,84,5.0,4.6,250,C ,2,0
2021-09-01,23.4,33.9,28.1,78,3.5,1.3,40,C ,7,2
2021-09-02,22.6,33.5,29.8,70,84.6,3.3,60,NE,3,2
2021-09-03,22.4,33.2,29.7,72,1.7,4.5,20,E ,4,2
2021-09-04,22.2,32.6,26.9,85,0.0,2.2,130,C ,3,1
2021-09-05,23.2,31.8,29.1,76,4.9,1.5,80,E ,3,1
2021-09-06,23.0,33.4,30.6,66,,3.7,30,NE,3,2
2021-09-07,23.2,33.8,30.7,68,,6.2,40,C ,5,2
2021-09-08,,34.4,29.3,70,0.0,3.6,240,C ,8,2
2021-09-09,23.6,34.2,29.8,72,40.9,4.0,330,C ,3,2
2021-09-10,20.3,34.2,30.3,69,1.2,5.9,90,C ,7,2
2021-09-11,20.3,34.6,28.3,80,1.9,4.9,180,S ,7,2
2021-09-12,,33.4,28.6,78,68.2,5.3,30,C ,5,1
2021-09-13,22.0,30.6,27.2,82,22.6,2.1,140,C ,2,1
2021-09-14,23.4,34.2,29.9,70,0.8,0.5,300,C ,5,2
2021-09-15,23.2,32.8,30.0,70,0.0,5.2,40,NE,4,2
2021-09-16,,33.4,29.8,76,0.0,3.3,80,E ,4,2
2021-09-17,23.8,32.8,28.4,75,1.7,1.5,280,C ,4,1
2021-09-18,23.6,30.4,27.7,80,0.3,4.3,120,C ,3,1
2021-09-19,23.4,31.6,27.3,83,0.0,0.0,290,W ,3,1
2021-09-20,23.2,32.2,28.3,76,10.0,2.5,310,NE,4,2
2021-09-21,22.8,33.3,30.0,72,3.1,2.0,50,NE,3,2
2021-09-22,,34.4,27.6,77,3.0,5.6,300,C ,10,2
2021-09-23,22.2,35.5,30.5,65,2.7,4.6,40,NE,6,2
2021-09-24,,33.6,30.4,68,0.0,9.8,30,C ,3,1
2021-09-25,20.4,34.3,30.8,69,0.0,3.2,50,C ,5,2
2021-09-26,24.0,31.2,28.6,78,,5.0,50,C ,6,2
2021-09-27,24.0,32.8,29.5,73,1.2,0.5,70,NE,6,2
2021-09-28,,33.0,28.6,77,0.0,2.3,150,C ,4,2
2021-09-29,22.4,30.4,27.9,82,33.0,3.9,150,C ,2,0
2021-09-30,24.0,34.6,30.9,69,1.8,0.0,50,NE,4,2
2021-10-01,24.0,30.4,28.7,70,3.8,4.6,280,W ,3,2
2021-10-02,23.7,35.4,30.3,63,0.0,0.1,250,C ,3,1
2021-10-03,21.6,35.3,31.4,65,0.0,4.6,40,C ,5,2
2021-10-04,23.2,35.6,31.6,59,0.0,8.0,30,NE,7,3
2021-10-05,23.2,33.2,29.9,67,2.3,7.6,300,W ,4,2
2021-10-06,,32.6,29.9,67,0.0,2.7,290,NW,4,2
2021-10-07,22.2,35.3,30.1,69,6.0,1.8,50,C ,5,1
2021-10-08,,35.2,31.2,68,,5.3,270,NE,5,2
2021-10-09,24.2,34.2,31.4,65,,4.5,30,NE,3,2
2021-10-10,24.3,34.6,31.1,71,7.2,5.2,50,E ,3,2
2021-10-11,22.6,36.3,31.7,58,10.2,6.0,100,C ,3,1
2021-10-12,24.5,35.4,31.9,59,,7.5,300,NW,5,3
2021-10-13,24.2,36.2,32.3,63,0.0,6.2,50,C ,3,2
2021-10-14,24.3,37.0,32.8,58,0.0,8.7,270,E ,5,2
2021-10-15,19.8,36.9,32.7,57,0.0,8.1,270,NE,4,2
2021-10-16,24.8,36.0,32.0,60,0.0,9.9,60,NE,4,2
2021-10-17,25.0,31.0,28.1,83,0.0,6.5,250,W ,4,1
2021-10-18,,33.4,28.8,74,75.0,2.1,50,C ,3,1
2021-10-19,21.0,33.0,29.4,76,7.1,,200,C ,5,1
